pl_name,sy_mnum,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_dens,pl_rvamp
KELT-2 A b,0,2012,4.11379000,15.132,540.31100,0.910000,161.100
KELT-20 b,0,2017,3.47410850,19.515,1074.90106,0.806000,311.300
KELT-21 b,0,2018,3.61276470,17.777,1242.71530,1.240000,399.600
KELT-23 A b,0,2019,2.25525100,14.830,298.12454,0.503000,150.600
KELT-24 b,0,2019,5.55149260,14.258,1646.35940,3.130000,462.000
KELT-3 b,0,2013,2.70339000,17.486,616.59020,0.750000,179.600
KELT-4 A b,0,2016,2.98959320,19.044,286.68266,0.228000,111.800
KELT-6 b,0,2014,7.84570000,14.572,165.27160,0.311000,42.800
KELT-6 c,0,2015,1276.00000000,13.000,1179.14930,2.950000,65.700
KELT-7 b,0,2015,2.73477000,17.934,441.78370,0.442000,138.000
KELT-8 b,0,2015,3.24406000,18.159,209.76780,0.167000,104.000
KELT-9 b,0,2017,1.48112350,21.196,915.35040,0.530000,276.000
KIC 10001893 b,0,2014,0.21970000,,,,
KIC 10001893 c,0,2014,0.32528000,,,,
KIC 10001893 d,0,2014,0.81161000,,,,
KIC 10068024 b,0,2021,2.07354900,13.400,635.65681,1.450000,276.700
KIC 10525077 b,0,2015,854.08300000,5.500,25.90000,0.855000,
KIC 3558849 b,0,2015,1322.30000000,6.900,38.10000,0.637000,
KIC 5095269 b,0,2017,237.68977000,12.600,2445.06619,6.720000,
KIC 5437945 b,0,2015,440.78130000,6.400,33.60000,0.704000,
KIC 5479689 b,0,2021,1.70153100,14.200,158.91420,0.305000,82.370
KIC 5951458 b,0,2015,1320.10000000,6.600,35.40000,0.677000,
KIC 7917485 b,0,2016,840.00000000,12.400,3750.39400,10.800000,
KIC 8121913 b,0,2021,3.29460100,13.400,667.43965,1.520000,224.140
KIC 8540376 b,0,2015,31.80990000,4.100,15.80000,1.260000,
KIC 8540376 c,0,2015,75.20000000,2.400,6.35000,2.520000,
KIC 9663113 b,0,2015,572.38470000,4.600,19.20000,1.080000,
KMT-2016-BLG-0212L b,0,2018,,12.200,5700.00000,17.200000,
KMT-2016-BLG-1107L b,0,2019,,13.100,1043.00000,2.550000,
KMT-2016-BLG-1397L b,0,2018,,12.700,2200.00000,5.900000,
KMT-2016-BLG-1820L b,0,2018,,12.900,1450.00000,3.710000,
KMT-2016-BLG-1836L b,0,2019,,13.300,700.00000,1.630000,
KMT-2016-BLG-2142L b,0,2018,,12.200,4923.00000,14.900000,
KMT-2016-BLG-2364L b,0,2020,,13.000,1250.00000,3.130000,
KMT-2016-BLG-2397L b,0,2020,,13.200,836.00000,2.000000,
KMT-2016-BLG-2605L b,0,2021,,14.000,245.04570,0.491000,
KMT-2017-BLG-0165L b,0,2018,,6.450,34.00000,0.696000,
KMT-2017-BLG-1038L b,0,2019,,13.400,640.00000,1.460000,
KMT-2017-BLG-1146L b,0,2019,,14.000,230.00000,0.461000,
KMT-2017-BLG-2509L b,0,2021,,13.400,664.26137,1.520000,
KMT-2018-BLG-0029L b,0,2020,,2.670,7.59000,2.190000,
KMT-2018-BLG-0748L b,0,2020,,9.010,60.00000,0.451000,
KMT-2018-BLG-1025L b,0,2021,,2.340,6.05900,2.600000,
KMT-2018-BLG-1292L b,0,2020,,12.900,1400.00000,3.580000,
KMT-2018-BLG-1743L b,0,2021,,10.500,77.86796,0.370000,
KMT-2018-BLG-1976L b,0,2021,,13.300,705.57906,1.650000,
KMT-2018-BLG-1988L b,0,2022,,2.220,5.56000,2.790000,
KMT-2018-BLG-1990L b,0,2019,,12.900,111.00000,0.284000,
KMT-2018-BLG-1996L b,0,2021,,13.700,346.43296,0.740000,
KMT-2019-BLG-0371L b,0,2021,,12.600,2447.27873,6.720000,
KMT-2019-BLG-0842L b,0,2020,,3.190,10.28000,1.740000,
KMT-2019-BLG-1339L b,0,2020,,13.700,397.00000,0.848000,
KMT-2019-BLG-1715L b,0,2021,,13.200,813.64072,1.940000,
KMT-2019-BLG-1953L b,0,2020,,14.100,200.00000,0.392000,
KMT-2020-BLG-0414L b,0,2021,,0.997,0.96000,5.320000,
KMT-2020-BLG-0414L c,0,2021,,12.200,4894.55747,14.800000,
KMT-2021-BLG-0171L b,0,2022,,3.350,11.20000,1.640000,
KMT-2021-BLG-0322L b,0,2021,,12.700,2034.10180,5.460000,
KMT-2021-BLG-0912L b,0,2022,,1.490,2.81000,4.670000,
KMT-2021-BLG-1689L b,0,2022,,7.710,46.00000,0.552000,
KOI-12 b,0,2015,17.85518200,13.787,349.61300,0.733000,800.000
KOI-1257 b,0,2014,86.64766100,10.540,460.83000,2.100000,
KOI-13 b,0,2011,1.76358800,16.948,2949.46240,3.600000,
KOI-142 b,0,2013,10.91647000,3.438,9.50000,1.290000,2.700
KOI-142 c,0,2013,22.26492000,14.000,214.10000,0.429000,47.900
KOI-1599.01,0,2019,20.44150000,1.900,4.60000,3.690000,
KOI-1599.02,0,2019,13.60880000,1.900,9.00000,7.210000,
KOI-1783.01,0,2020,134.46280000,8.860,71.00000,0.560000,
KOI-1783.02,0,2020,284.21500000,5.440,15.00000,0.510000,
KOI-1831 d,0,2021,34.16900000,1.130,2.23000,9.950000,
KOI-1833 d,0,2021,7.68500000,2.580,11.02000,4.500000,
KOI-217 b,0,2010,3.90512000,12.442,,,
KOI-3503 b,0,2021,21.18500000,1.190,9.20000,10.000000,
KOI-3503 c,0,2021,31.82800000,1.210,10.36000,10.000000,
KOI-351 b,0,2013,7.00815100,1.310,2.27000,5.550000,
KOI-351 c,0,2013,8.71937500,1.190,1.81000,5.900000,
KOI-351 d,0,2013,59.73667000,2.870,8.60000,2.000000,
KOI-351 e,0,2013,91.93913000,2.660,7.56000,2.210000,
KOI-351 f,0,2013,124.91440000,2.880,8.65000,1.990000,
KOI-351 g,0,2013,210.60697000,8.100,254.26400,,
KOI-351 h,0,2013,331.60059000,11.300,381.39600,,
KOI-3680 b,0,2018,141.24167100,11.097,613.41190,2.460000,87.700
KOI-4777.01,0,2014,0.41200000,0.510,99.20000,,83.000
KOI-55 b,0,2011,0.24010400,0.759,0.44000,5.530000,
KOI-55 c,0,2011,0.34288700,0.867,0.65500,5.520000,
KOI-94 b,0,2013,3.74320800,1.710,10.50000,10.100000,3.300
KOI-94 c,0,2013,10.42364800,4.320,15.60000,0.910000,3.500
KOI-94 d,0,2013,22.34298900,11.270,106.00000,0.363000,18.300
KOI-94 e,0,2013,54.32031000,6.560,35.00000,0.600000,4.500
KOI-984 b,0,2022,4.28817850,4.300,17.10000,1.180000,
KOI-984 c,0,2022,21.51200000,14.100,209.80000,0.411000,
KPS-1 b,0,2018,1.70629100,11.545,346.43470,1.310000,198.700
Kapteyn c,0,2014,121.54000000,2.540,7.00000,2.350000,2.270
Kepler-10 b,0,2011,0.83749100,1.481,4.60853,8.000000,3.300
Kepler-10 c,0,2011,45.29460000,2.323,7.37000,3.140000,1.410
Kepler-100 b,0,2014,6.88705000,1.320,7.34000,14.250000,1.900
Kepler-100 c,0,2014,12.81590000,2.200,7.05000,,
Kepler-100 d,0,2014,35.33310000,1.610,3.00000,,
Kepler-1000 b,0,2016,120.01812720,4.760,20.30000,1.030000,
Kepler-1001 b,0,2016,14.30511983,3.150,10.10000,1.780000,
Kepler-1001 c,0,2020,9.18186000,1.578,3.11000,4.350000,
Kepler-1002 b,0,2016,4.33642933,1.710,3.57000,3.920000,
Kepler-1003 b,0,2016,3.55485691,1.780,3.82000,3.720000,
Kepler-1004 b,0,2016,5.28789787,6.280,32.50000,0.721000,
Kepler-1005 b,0,2016,6.49801525,1.500,2.86000,4.660000,
Kepler-1006 b,0,2016,19.76172042,1.540,2.99000,4.500000,
Kepler-1007 b,0,2016,5.18500207,1.440,2.67000,4.910000,
Kepler-1008 b,0,2016,12.43931193,1.280,2.18000,5.710000,
Kepler-1009 b,0,2016,11.35011917,2.170,5.35000,2.880000,
Kepler-101 b,0,2014,3.48768120,5.770,51.10000,1.450000,19.400
Kepler-101 c,0,2014,6.02976000,1.250,3.78000,10.500000,1.170
Kepler-1010 b,0,2016,34.26857050,2.320,5.99000,2.640000,
Kepler-1011 b,0,2016,5.75322197,2.870,8.60000,2.000000,
Kepler-1012 b,0,2016,5.50860439,1.290,2.21000,5.660000,
Kepler-1013 b,0,2016,18.93054959,2.150,5.27000,2.910000,
Kepler-1014 b,0,2016,16.57110363,2.390,6.30000,2.540000,
Kepler-1015 b,0,2016,16.00494214,3.550,12.30000,1.510000,
Kepler-1016 b,0,2016,1.95452434,2.180,5.39000,2.860000,
Kepler-1016 c,0,2016,105.65513690,3.680,13.10000,1.440000,
Kepler-1017 b,0,2016,7.23400469,1.990,4.62000,3.220000,
Kepler-1018 b,0,2016,49.10135140,2.580,7.18000,2.300000,
Kepler-1019 b,0,2016,1.41122985,1.460,2.73000,4.820000,
Kepler-102 b,0,2014,5.28696000,0.470,4.30000,,
Kepler-102 c,0,2014,7.07142000,0.580,3.00000,,
Kepler-102 d,0,2014,10.31170000,1.180,3.80000,13.270000,1.370
Kepler-102 e,0,2013,16.14570000,2.220,8.93000,4.680000,2.770
Kepler-102 f,0,2014,27.45360000,0.880,5.20000,,
Kepler-1020 b,0,2016,96.91514960,2.280,5.82000,2.700000,
Kepler-1021 b,0,2016,13.47469571,2.330,6.04000,2.620000,
Kepler-1022 b,0,2016,10.99469878,2.360,6.17000,2.580000,
Kepler-1023 b,0,2016,62.13877140,2.630,7.41000,2.240000,
Kepler-1024 b,0,2016,66.41621330,3.910,14.50000,1.330000,
Kepler-1025 b,0,2016,37.32294930,1.980,4.58000,3.240000,
Kepler-1026 b,0,2016,36.51560530,2.210,5.52000,2.810000,
Kepler-1027 b,0,2016,1.90780520,0.890,0.64000,4.990000,
Kepler-1028 b,0,2016,2.51462432,1.330,2.33000,5.440000,
Kepler-1029 b,0,2016,4.41769648,1.260,2.13000,5.850000,
Kepler-103 b,0,2014,15.96540000,3.370,9.70000,1.380000,2.320
Kepler-103 c,0,2014,179.61200000,5.140,36.10000,1.470000,3.850
Kepler-1030 b,0,2016,19.32952416,2.480,6.71000,2.420000,
Kepler-1031 b,0,2016,1.22621732,0.870,0.59000,4.920000,
Kepler-1032 b,0,2016,3.29011795,1.870,4.16000,3.500000,
Kepler-1033 b,0,2016,7.56052806,2.510,6.85000,2.380000,
Kepler-1034 b,0,2016,12.12400943,2.260,5.73000,2.730000,
Kepler-1035 b,0,2016,2.71407755,1.170,1.71000,5.870000,
Kepler-1036 b,0,2016,122.88080580,3.010,9.32000,1.880000,
Kepler-1037 b,0,2016,1.06378867,1.280,2.18000,5.710000,
Kepler-1038 b,0,2016,148.46033820,3.530,12.20000,1.520000,
Kepler-1038 c,0,2021,7.12765980,1.416,2.59000,5.010000,
Kepler-1039 b,0,2016,0.93488424,1.460,2.73000,4.820000,
Kepler-104 b,0,2014,11.42754800,3.100,19.60000,3.620000,
Kepler-104 c,0,2014,23.66820500,3.130,9.96000,1.780000,
Kepler-104 d,0,2014,51.75539400,3.580,12.50000,1.500000,
Kepler-1040 b,0,2016,201.12140000,2.080,4.98000,3.040000,
Kepler-1041 b,0,2016,24.75764210,2.940,8.96000,1.940000,
Kepler-1042 b,0,2016,10.13202575,2.190,5.43000,2.840000,
Kepler-1043 b,0,2016,38.50533980,2.550,7.04000,2.330000,
Kepler-1044 b,0,2016,6.77408868,2.670,7.61000,2.200000,
Kepler-1045 b,0,2016,26.41045478,2.690,7.70000,2.170000,
Kepler-1046 b,0,2016,14.37508035,1.710,3.57000,3.920000,
Kepler-1047 b,0,2016,56.18868870,2.090,5.02000,3.020000,
Kepler-1047 c,0,2016,3.18897601,0.990,0.93700,5.310000,
Kepler-1048 b,0,2016,6.92101021,1.610,3.22000,4.240000,
Kepler-1049 b,0,2016,3.27346074,0.950,0.80900,5.180000,
Kepler-105 b,0,2013,5.41220000,4.810,5.10000,0.252000,
Kepler-105 c,0,2014,7.12620000,1.310,4.60000,11.200000,
Kepler-1050 b,0,2016,15.37875460,1.600,3.19000,4.280000,
Kepler-1050 c,0,2016,21.12845690,1.480,2.79000,4.730000,
Kepler-1051 b,0,2016,25.96200249,3.400,11.50000,1.610000,
Kepler-1052 b,0,2016,34.85382760,2.930,8.91000,1.950000,
Kepler-1053 b,0,2016,2.41435165,0.980,0.90400,5.280000,
Kepler-1054 b,0,2016,4.30655689,2.630,7.41000,2.240000,
Kepler-1055 b,0,2016,2.29503623,1.230,2.04000,6.020000,
Kepler-1056 b,0,2016,27.49560600,3.010,9.32000,1.880000,
Kepler-1057 b,0,2016,14.08827448,3.360,11.20000,1.620000,
Kepler-1058 b,0,2016,110.96546000,2.720,7.85000,2.140000,
Kepler-1059 b,0,2016,3.76419105,1.730,3.64000,3.860000,
Kepler-106 b,0,2014,6.16486000,0.820,5.30000,,
Kepler-106 c,0,2014,13.57080000,2.500,10.44000,3.280000,2.710
Kepler-106 d,0,2014,23.98020000,0.950,8.10000,,
Kepler-106 e,0,2014,43.84450000,2.560,11.17000,3.100000,1.950
Kepler-1060 b,0,2016,46.87793670,2.380,6.26000,2.550000,
Kepler-1061 b,0,2016,2.75798267,1.980,4.58000,3.240000,
Kepler-1062 b,0,2016,9.30412078,1.760,3.75000,3.780000,
Kepler-1063 b,0,2016,14.07971466,1.490,2.83000,4.700000,
Kepler-1064 b,0,2016,16.54080322,1.550,3.02000,4.460000,
Kepler-1065 b,0,2016,3.60930891,3.730,13.40000,1.420000,
Kepler-1065 c,0,2016,2.37030743,1.600,3.19000,4.280000,
Kepler-1066 b,0,2016,1.93155984,2.360,6.17000,2.580000,
Kepler-1067 b,0,2016,0.76212926,0.800,0.43700,4.690000,
Kepler-1067 c,0,2021,5.42583990,1.747,3.70000,3.810000,
Kepler-1068 b,0,2016,16.92344113,3.630,12.80000,1.470000,
Kepler-1069 b,0,2016,23.89902960,1.600,3.19000,4.280000,
Kepler-107 b,0,2014,3.18002180,1.536,3.51000,5.300000,1.320
Kepler-107 c,0,2014,4.90145200,1.597,9.39000,12.650000,3.060
Kepler-107 d,0,2014,7.95839000,0.860,3.80000,33.100000,1.060
Kepler-107 e,0,2014,14.74914300,2.903,8.60000,2.000000,1.950
Kepler-1070 b,0,2016,6.22161470,1.730,3.64000,3.860000,
Kepler-1071 b,0,2016,6.17998440,2.380,6.26000,2.550000,
Kepler-1072 b,0,2016,1.56906650,1.580,3.12000,4.350000,
Kepler-1073 b,0,2016,8.67888593,2.300,5.90000,2.660000,
Kepler-1073 c,0,2016,4.02582254,1.640,3.33000,4.150000,
Kepler-1073 d,0,2021,2.50476003,1.488,2.82000,4.710000,
Kepler-1074 b,0,2016,5.94566534,1.250,2.10000,5.910000,
Kepler-1075 b,0,2016,1.52372816,1.420,2.60000,4.990000,
Kepler-1076 b,0,2016,6.14727918,0.800,0.43700,4.690000,
Kepler-1077 b,0,2016,34.35118740,2.770,8.10000,2.090000,
Kepler-1078 b,0,2016,3.00725242,1.900,4.27000,3.420000,
Kepler-1079 b,0,2016,13.24503188,1.630,3.29000,4.170000,
Kepler-108 b,0,2014,49.18392100,8.650,56.00000,0.475000,
Kepler-108 c,0,2014,190.32349400,8.180,50.90000,0.511000,
Kepler-1080 b,0,2016,77.25483960,3.280,10.80000,1.680000,
Kepler-1081 b,0,2016,3.85691855,1.010,1.01000,5.390000,
Kepler-1082 b,0,2016,1.54320660,1.120,1.46000,5.710000,
Kepler-1083 b,0,2016,33.41779930,3.360,11.20000,1.620000,
Kepler-1084 b,0,2016,2.05333679,1.110,1.41000,5.670000,
Kepler-1085 b,0,2016,219.32175280,7.220,41.20000,0.602000,
Kepler-1085 c,0,2020,56.77710000,3.268,10.70000,1.680000,
Kepler-1086 b,0,2016,18.78425728,2.440,6.53000,2.470000,
Kepler-1086 c,0,2016,161.51633450,2.940,8.96000,1.940000,
Kepler-1087 b,0,2016,0.69384285,0.610,0.16500,3.990000,
Kepler-1088 b,0,2016,23.12748644,1.420,2.60000,4.990000,
Kepler-1089 b,0,2016,5.13248562,1.830,4.01000,3.600000,
Kepler-109 b,0,2014,6.48163000,2.370,7.30000,,
Kepler-109 c,0,2014,21.22270000,2.520,21.80000,,
Kepler-1090 b,0,2016,198.68017900,2.250,5.69000,2.740000,
Kepler-1090 c,0,2021,42.42720032,3.293,10.90000,1.680000,
Kepler-1091 b,0,2016,1.43474156,1.460,2.73000,4.820000,
Kepler-1092 b,0,2016,58.60179250,2.070,4.94000,3.060000,
Kepler-1093 b,0,2016,25.08246260,1.950,4.46000,3.310000,
Kepler-1093 c,0,2016,89.72229200,1.960,4.50000,3.280000,
Kepler-1094 b,0,2016,78.10002310,3.180,10.20000,1.740000,
Kepler-1095 b,0,2016,4.27103091,1.210,1.92000,5.960000,
Kepler-1096 b,0,2016,2.89221751,1.240,2.07000,5.970000,
Kepler-1097 b,0,2016,187.74702900,3.260,10.70000,1.700000,
Kepler-1098 b,0,2016,2.54307286,1.300,2.24000,5.600000,
Kepler-1099 b,0,2016,2.16845259,2.830,8.40000,2.040000,
Kepler-11 b,0,2010,10.30390000,1.800,1.90000,1.720000,
Kepler-11 c,0,2010,13.02410000,2.870,2.90000,0.660000,
Kepler-11 d,0,2010,22.68450000,3.120,7.30000,1.280000,
Kepler-11 e,0,2010,31.99960000,4.190,8.00000,0.580000,
Kepler-11 f,0,2010,46.68880000,2.490,2.00000,0.690000,
Kepler-11 g,0,2010,118.38070000,3.330,25.00000,4.000000,
Kepler-110 b,0,2014,12.69111200,1.830,4.01000,3.600000,
Kepler-110 c,0,2014,31.71977500,2.210,5.52000,2.810000,
Kepler-1100 b,0,2016,6.42200058,1.750,3.71000,3.800000,
Kepler-1101 b,0,2016,81.31510590,2.470,6.66000,2.430000,
Kepler-1102 b,0,2016,51.32856230,2.660,7.56000,2.210000,
Kepler-1103 b,0,2016,19.79191978,2.270,5.77000,2.710000,
Kepler-1104 b,0,2016,5.03728015,1.230,2.04000,6.020000,
Kepler-1105 b,0,2016,4.42157218,2.010,4.70000,3.180000,
Kepler-1106 b,0,2016,1.25275217,1.650,3.36000,4.110000,
Kepler-1107 b,0,2016,0.57103852,1.340,2.36000,5.390000,
Kepler-1108 b,0,2016,4.51005748,1.460,2.73000,4.820000,
Kepler-1109 b,0,2016,37.64673840,2.190,5.43000,2.840000,
Kepler-111 b,0,2014,3.34181500,1.580,3.12000,4.350000,
Kepler-111 c,0,2014,224.78460800,7.300,42.00000,0.593000,
Kepler-1110 b,0,2016,9.69312032,2.660,7.56000,2.210000,
Kepler-1111 b,0,2016,8.79617863,2.000,4.66000,3.200000,
Kepler-1112 b,0,2016,14.36267939,3.020,9.38000,1.870000,
Kepler-1113 b,0,2016,42.30049540,2.810,8.30000,2.060000,
Kepler-1114 b,0,2016,14.97435694,1.350,2.39000,5.340000,
Kepler-1115 b,0,2016,23.55407250,1.700,3.53000,3.950000,
Kepler-1116 b,0,2016,41.69778270,2.540,6.99000,2.340000,
Kepler-1117 b,0,2016,4.79028459,1.110,1.41000,5.670000,
Kepler-1118 b,0,2016,38.67150750,2.740,7.95000,2.120000,
Kepler-1119 b,0,2016,8.32651530,1.920,4.35000,3.380000,
Kepler-112 b,0,2014,8.40887800,2.360,6.17000,2.580000,
Kepler-112 c,0,2014,28.57426300,2.400,6.35000,2.520000,
Kepler-1120 b,0,2016,2.94902905,1.380,2.48000,5.190000,
Kepler-1121 b,0,2016,13.15141081,1.910,4.31000,3.400000,
Kepler-1122 b,0,2016,42.19173570,2.040,4.82000,3.120000,
Kepler-1123 b,0,2016,4.33946454,1.670,3.43000,4.050000,
Kepler-1124 b,0,2016,2.85234897,1.280,2.18000,5.710000,
Kepler-1125 b,0,2016,17.67006420,1.840,4.04000,3.560000,
Kepler-1126 b,0,2016,108.59332900,1.730,3.64000,3.860000,
Kepler-1127 b,0,2016,5.12330347,1.960,4.50000,3.280000,
Kepler-1128 b,0,2016,61.61781670,3.650,12.90000,1.460000,
Kepler-1129 b,0,2016,24.33978040,2.960,9.06000,1.920000,
Kepler-1129 c,0,2016,76.53695860,2.730,7.90000,2.130000,
Kepler-113 b,0,2014,4.75400000,1.820,11.70000,10.730000,5.400
Kepler-113 c,0,2014,8.92507000,2.180,8.70000,,
Kepler-1130 b,0,2016,5.45298175,0.800,0.43700,4.690000,
Kepler-1130 c,0,2021,3.26663995,0.792,0.42200,4.660000,
Kepler-1130 d,0,2021,4.27225018,0.645,0.20200,4.140000,
Kepler-1131 b,0,2016,3.53232449,1.590,3.15000,4.310000,
Kepler-1132 b,0,2016,62.89162280,2.350,6.12000,2.590000,
Kepler-1133 b,0,2016,11.55562343,1.970,4.54000,3.260000,
Kepler-1134 b,0,2016,17.13263989,2.640,7.46000,2.230000,
Kepler-1135 b,0,2016,76.95785700,1.850,4.08000,3.540000,
Kepler-1136 b,0,2016,2.36172433,1.640,3.33000,4.150000,
Kepler-1137 b,0,2016,23.92107910,2.200,5.48000,2.830000,
Kepler-1138 b,0,2016,3.17060005,1.700,3.53000,3.950000,
Kepler-1139 b,0,2016,0.81316672,1.190,1.81000,5.900000,
Kepler-114 b,0,2014,5.18854900,1.260,6.80000,18.700000,
Kepler-114 c,0,2013,8.04100000,1.600,2.80000,3.760000,
Kepler-114 d,0,2013,11.77600000,2.530,3.90000,1.320000,
Kepler-1140 b,0,2016,24.08627070,2.770,8.10000,2.090000,
Kepler-1141 b,0,2016,2.34451194,0.820,0.47700,4.750000,
Kepler-1142 b,0,2016,18.30272480,1.470,2.76000,4.770000,
Kepler-1143 b,0,2016,2.88890485,1.670,3.43000,4.050000,
Kepler-1143 c,0,2016,210.63059100,3.600,12.60000,1.480000,
Kepler-1144 b,0,2016,17.14647302,1.990,4.62000,3.220000,
Kepler-1145 b,0,2016,3.97076766,1.400,2.54000,5.090000,
Kepler-1146 b,0,2016,2.35226580,1.230,2.04000,6.020000,
Kepler-1147 b,0,2016,10.62784997,2.610,7.32000,2.260000,
Kepler-1148 b,0,2016,1.10446351,1.690,3.50000,3.980000,
Kepler-1149 b,0,2016,3.73089898,1.440,2.67000,4.910000,
Kepler-115 b,0,2014,2.40367900,1.090,1.32000,5.600000,
Kepler-115 c,0,2014,8.99088900,2.600,7.27000,2.270000,
Kepler-1150 b,0,2016,2.78786839,1.020,1.04000,5.390000,
Kepler-1151 b,0,2016,65.64784240,2.220,5.56000,2.790000,
Kepler-1152 b,0,2016,1.64680191,0.870,0.59000,4.920000,
Kepler-1153 b,0,2016,1.75583533,1.730,3.64000,3.860000,
Kepler-1154 b,0,2016,5.18561420,2.340,6.08000,2.610000,
Kepler-1154 c,0,2016,8.45808312,2.360,6.17000,2.580000,
Kepler-1155 b,0,2016,33.46974300,2.030,4.78000,3.140000,
Kepler-1156 b,0,2016,11.89520511,1.320,2.30000,5.500000,
Kepler-1157 b,0,2016,4.45743164,1.090,1.32000,5.600000,
Kepler-1158 b,0,2016,13.53962930,2.340,6.08000,2.610000,
Kepler-1159 b,0,2016,22.70816791,2.370,6.21000,2.560000,
Kepler-116 b,0,2014,5.96873400,3.420,11.60000,1.590000,
Kepler-116 c,0,2014,13.07163000,2.300,5.90000,2.660000,
Kepler-1160 b,0,2016,7.97034958,2.140,5.22000,2.930000,
Kepler-1161 b,0,2016,10.71252541,2.130,5.18000,2.950000,
Kepler-1162 b,0,2016,32.56370690,2.210,5.52000,2.810000,
Kepler-1163 b,0,2016,6.11786898,1.030,1.08000,5.430000,
Kepler-1164 b,0,2016,3.97599768,1.120,1.46000,5.710000,
Kepler-1165 b,0,2016,9.47852200,1.550,3.02000,4.460000,
Kepler-1165 c,0,2021,29.96870041,3.361,11.20000,1.620000,
Kepler-1166 b,0,2016,33.24068820,1.690,3.50000,3.980000,
Kepler-1167 b,0,2016,1.00393374,1.710,3.57000,3.920000,
Kepler-1168 b,0,2016,55.82265390,2.500,6.80000,2.390000,
Kepler-1169 b,0,2016,6.11009134,0.940,0.77900,5.150000,
Kepler-117 b,0,2014,18.79592280,8.059,29.87500,0.300000,6.500
Kepler-117 c,0,2014,50.79039100,12.341,584.78000,1.740000,90.400
Kepler-1170 b,0,2016,9.98969327,2.410,6.39000,2.510000,
Kepler-1171 b,0,2016,1.44259224,2.560,7.08000,2.320000,
Kepler-1172 b,0,2016,26.02044230,3.200,10.30000,1.730000,
Kepler-1173 b,0,2016,0.76985360,0.890,0.64000,4.990000,
Kepler-1174 b,0,2016,6.89225223,1.590,3.15000,4.310000,
Kepler-1175 b,0,2016,37.94563000,2.990,9.22000,1.900000,
Kepler-1176 b,0,2016,24.17385790,2.450,6.57000,2.450000,
Kepler-1177 b,0,2016,106.24754700,1.900,4.27000,3.420000,
Kepler-1178 b,0,2016,31.80634000,1.070,1.24000,5.560000,
Kepler-1179 b,0,2016,2.68505749,1.320,2.30000,5.500000,
Kepler-118 b,0,2014,7.51849600,1.960,4.50000,3.280000,
Kepler-118 c,0,2014,20.17202000,7.680,45.70000,0.554000,
Kepler-1180 b,0,2016,16.86012860,1.990,4.62000,3.220000,
Kepler-1181 b,0,2016,4.89337519,1.570,3.09000,4.390000,
Kepler-1182 b,0,2016,11.17394617,2.410,6.39000,2.510000,
Kepler-1183 b,0,2016,28.50571890,2.820,8.35000,2.050000,
Kepler-1184 b,0,2016,53.59910440,2.680,7.65000,2.180000,
Kepler-1185 b,0,2016,104.35189760,1.330,2.33000,5.440000,
Kepler-1186 b,0,2016,16.07677615,2.230,5.60000,2.770000,
Kepler-1187 b,0,2016,18.87064068,2.610,7.32000,2.260000,
Kepler-1188 b,0,2016,17.13695430,2.080,4.98000,3.040000,
Kepler-1189 b,0,2016,3.78858982,1.770,3.78000,3.750000,
Kepler-119 b,0,2014,2.42208200,3.600,12.60000,1.480000,
Kepler-119 c,0,2014,4.12510300,0.920,0.72100,5.090000,
Kepler-1190 b,0,2016,10.45843441,1.330,2.33000,5.440000,
Kepler-1191 b,0,2016,5.60014851,1.510,2.89000,4.610000,
Kepler-1192 b,0,2016,25.20347870,2.360,6.17000,2.580000,
Kepler-1193 b,0,2016,2.83265213,1.320,2.30000,5.500000,
Kepler-1194 b,0,2016,16.22371307,1.510,2.89000,4.610000,
Kepler-1195 b,0,2016,8.49642241,2.080,4.98000,3.040000,
Kepler-1196 b,0,2016,66.18490310,2.230,5.60000,2.770000,
Kepler-1197 b,0,2016,2.03231845,1.250,2.10000,5.910000,
Kepler-1198 b,0,2016,7.68477160,1.470,2.76000,4.770000,
Kepler-1199 b,0,2016,15.04471980,1.150,1.60000,5.780000,
Kepler-12 b,0,2011,4.43796290,19.661,137.30256,0.110000,48.200
Kepler-120 b,0,2014,6.31250100,2.150,8.50000,4.700000,
Kepler-120 c,0,2014,12.79458500,1.530,2.96000,4.540000,
Kepler-1200 b,0,2016,1.11854972,1.060,1.20000,5.540000,
Kepler-1201 b,0,2016,15.18725932,2.290,5.86000,2.680000,
Kepler-1202 b,0,2016,28.68513240,2.940,8.96000,1.940000,
Kepler-1203 b,0,2016,0.58800076,1.060,1.20000,5.540000,
Kepler-1204 b,0,2016,85.73502850,3.050,9.53000,1.850000,
Kepler-1205 b,0,2016,1.07839035,1.410,2.57000,5.040000,
Kepler-1206 b,0,2016,1.21699766,1.640,3.33000,4.150000,
Kepler-1207 b,0,2016,13.68237119,1.620,3.26000,4.210000,
Kepler-1208 b,0,2016,11.08507637,2.320,5.99000,2.640000,
Kepler-1209 b,0,2016,25.36911600,1.510,2.89000,4.610000,
Kepler-121 b,0,2014,3.17742200,2.340,6.08000,2.610000,
Kepler-121 c,0,2014,41.00801100,2.270,5.77000,2.710000,
Kepler-1210 b,0,2016,8.07124073,1.700,3.53000,3.950000,
Kepler-1211 b,0,2016,11.01816836,2.550,7.04000,2.330000,
Kepler-1212 b,0,2016,12.94130146,2.140,5.22000,2.930000,
