pl_name,sy_mnum,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_dens,pl_rvamp
Kepler-1368 b,0,2016,0.67564949,1.650,3.36000,4.110000,
Kepler-1369 b,0,2016,25.87314800,2.690,7.70000,2.170000,
Kepler-137 b,0,2014,8.43638700,1.470,2.76000,4.770000,
Kepler-137 c,0,2014,18.73575300,1.880,4.19000,3.470000,
Kepler-1370 b,0,2016,20.26416840,1.840,4.04000,3.560000,
Kepler-1370 c,0,2016,7.44142113,1.270,2.15000,5.770000,
Kepler-1371 b,0,2016,3.44620390,0.730,0.31500,4.450000,
Kepler-1371 c,0,2016,2.00541269,0.640,0.19600,4.110000,
Kepler-1372 b,0,2016,1.31155557,1.270,2.15000,5.770000,
Kepler-1373 b,0,2016,1.29123275,1.160,1.65000,5.810000,
Kepler-1374 b,0,2016,10.65276707,2.290,5.86000,2.680000,
Kepler-1375 b,0,2016,3.30041920,1.740,3.68000,3.840000,
Kepler-1376 b,0,2016,5.30880656,1.050,1.16000,5.510000,
Kepler-1377 b,0,2016,0.74092842,1.250,2.10000,5.910000,
Kepler-1378 b,0,2016,11.95398936,2.200,5.48000,2.830000,
Kepler-1379 b,0,2016,0.88184115,1.300,2.24000,5.600000,
Kepler-138 b,0,2014,10.31260000,0.522,0.06600,2.600000,0.083
Kepler-138 c,0,2014,13.78130000,1.197,1.97000,6.200000,2.100
Kepler-138 d,0,2014,23.08810000,1.212,0.64000,2.100000,0.395
Kepler-1380 b,0,2016,10.31082450,1.430,2.63000,4.940000,
Kepler-1381 b,0,2016,25.38426860,2.250,5.69000,2.740000,
Kepler-1382 b,0,2016,16.35830550,1.880,4.19000,3.470000,
Kepler-1383 b,0,2016,13.90935830,1.410,2.57000,5.040000,
Kepler-1384 b,0,2016,15.36262753,1.940,4.42000,3.330000,
Kepler-1385 b,0,2016,2.88879862,0.850,0.54300,4.860000,
Kepler-1386 b,0,2016,6.73972381,1.240,2.07000,5.970000,
Kepler-1387 b,0,2016,2.27952666,0.930,0.74900,5.120000,
Kepler-1388 b,0,2016,12.28546030,2.590,7.22000,2.280000,
Kepler-1388 c,0,2016,5.53608151,2.260,5.73000,2.730000,
Kepler-1388 d,0,2016,20.95681580,2.860,8.55000,2.010000,
Kepler-1388 e,0,2016,37.63270840,2.460,6.62000,2.440000,
Kepler-1389 b,0,2016,99.25309510,1.770,3.78000,3.750000,
Kepler-139 b,0,2014,15.77104400,2.940,8.96000,1.940000,
Kepler-139 c,0,2014,157.07287800,3.380,11.40000,1.620000,
Kepler-1390 b,0,2016,6.48021673,1.180,1.76000,5.890000,
Kepler-1391 b,0,2016,54.40923330,1.680,3.46000,4.010000,
Kepler-1392 b,0,2016,15.14103970,1.960,4.50000,3.280000,
Kepler-1393 b,0,2016,2.44357812,0.800,0.43700,4.690000,
Kepler-1394 b,0,2016,3.93766373,1.390,2.51000,5.140000,
Kepler-1395 b,0,2016,3.78470649,0.800,0.43700,4.690000,
Kepler-1396 b,0,2016,18.22064210,2.070,4.94000,3.060000,
Kepler-1397 b,0,2016,47.44995500,1.720,3.61000,3.900000,
Kepler-1398 b,0,2016,2.78815679,0.900,0.66600,5.020000,
Kepler-1398 c,0,2016,4.13827595,1.030,1.08000,5.430000,
Kepler-1399 b,0,2016,1.63865306,1.250,2.10000,5.910000,
Kepler-14 b,0,2011,6.79012300,12.733,2669.66000,7.100000,682.900
Kepler-140 b,0,2014,3.25427000,1.610,3.22000,4.240000,
Kepler-140 c,0,2014,91.35328200,1.800,3.89000,3.670000,
Kepler-1400 b,0,2016,9.06689421,1.620,3.26000,4.210000,
Kepler-1401 b,0,2016,11.20066445,1.680,3.46000,4.010000,
Kepler-1402 b,0,2016,2.03387914,0.760,0.36300,4.540000,
Kepler-1403 b,0,2016,5.19492202,2.140,5.22000,2.930000,
Kepler-1404 b,0,2016,15.93147390,2.010,4.70000,3.180000,
Kepler-1405 b,0,2016,28.22741840,3.960,14.90000,1.320000,
Kepler-1406 b,0,2016,11.62905828,1.100,1.37000,5.660000,
Kepler-1407 b,0,2016,20.07115040,2.250,5.69000,2.740000,
Kepler-1408 b,0,2016,2.99793191,0.890,0.64000,4.990000,
Kepler-1409 b,0,2016,0.76486493,1.040,1.12000,5.470000,
Kepler-141 b,0,2014,3.10767500,0.690,0.25700,4.300000,
Kepler-141 c,0,2014,7.01060600,1.410,2.57000,5.040000,
Kepler-1410 b,0,2016,60.86616800,1.780,3.82000,3.720000,
Kepler-1411 b,0,2016,86.11508880,2.820,8.35000,2.050000,
Kepler-1412 b,0,2016,3.61460510,0.830,0.49800,4.790000,
Kepler-1413 b,0,2016,13.18296420,1.820,3.97000,3.620000,
Kepler-1414 b,0,2016,3.51576315,1.230,2.04000,6.020000,
Kepler-1415 b,0,2016,0.63642408,1.290,2.21000,5.660000,
Kepler-1416 b,0,2016,1.49514952,0.880,0.61500,4.960000,
Kepler-1417 b,0,2016,20.35052130,1.000,0.97200,5.340000,
Kepler-1418 b,0,2016,22.47644250,1.660,3.39000,4.070000,
Kepler-1419 b,0,2016,42.52158950,2.860,8.55000,2.010000,
Kepler-142 b,0,2014,2.02415200,1.990,4.62000,3.220000,
Kepler-142 c,0,2014,4.76170200,2.860,8.55000,2.010000,
Kepler-142 d,0,2014,41.80911800,2.160,5.31000,2.900000,
Kepler-1420 b,0,2016,6.69960006,1.280,2.18000,5.710000,
Kepler-1421 b,0,2016,6.91311120,0.930,0.74900,5.120000,
Kepler-1422 b,0,2016,18.60519420,2.020,4.74000,3.160000,
Kepler-1423 b,0,2016,23.95537800,1.060,1.20000,5.540000,
Kepler-1424 b,0,2016,29.60917440,1.160,1.65000,5.810000,
Kepler-1425 b,0,2016,14.45413020,0.940,0.77900,5.150000,
Kepler-1426 b,0,2016,14.25632270,1.560,3.05000,4.410000,
Kepler-1427 b,0,2016,0.96897238,1.100,1.37000,5.660000,
Kepler-1428 b,0,2016,10.67607169,1.640,3.33000,4.150000,
Kepler-1429 b,0,2016,4.48487493,1.290,2.21000,5.660000,
Kepler-143 b,0,2014,16.00758300,2.410,6.39000,2.510000,
Kepler-143 c,0,2014,27.08251100,3.370,11.30000,1.620000,
Kepler-1430 b,0,2016,2.46050993,1.180,1.76000,5.890000,
Kepler-1431 b,0,2016,5.86601526,1.470,2.76000,4.770000,
Kepler-1432 b,0,2016,23.91090110,2.220,5.56000,2.790000,
Kepler-1433 b,0,2016,4.13592271,1.560,3.05000,4.410000,
Kepler-1434 b,0,2016,8.05333618,1.110,1.41000,5.670000,
Kepler-1435 b,0,2016,4.45343281,0.860,0.56600,4.890000,
Kepler-1436 b,0,2016,9.70571600,1.310,2.27000,5.550000,
Kepler-1437 b,0,2016,10.92954610,1.370,2.45000,5.240000,
Kepler-1438 b,0,2016,2.31942009,0.940,0.77900,5.150000,
Kepler-1439 b,0,2016,8.07392849,1.460,2.73000,4.820000,
Kepler-144 b,0,2014,5.88527300,1.330,2.33000,5.440000,
Kepler-144 c,0,2014,10.10466500,1.350,2.39000,5.340000,
Kepler-1440 b,0,2016,39.85948400,1.260,2.13000,5.850000,
Kepler-1441 b,0,2016,39.44198390,1.310,2.27000,5.550000,
Kepler-1442 b,0,2016,81.41629410,3.930,14.70000,1.330000,
Kepler-1443 b,0,2016,2.41811321,0.970,0.87100,5.240000,
Kepler-1444 b,0,2016,33.42035034,2.180,5.39000,2.860000,
Kepler-1445 b,0,2016,10.60052251,0.960,0.84000,5.220000,
Kepler-1446 b,0,2016,0.68996783,0.820,0.47700,4.750000,
Kepler-1447 b,0,2016,56.67472850,2.900,8.75000,1.970000,
Kepler-1448 b,0,2016,12.27065865,1.610,3.22000,4.240000,
Kepler-1449 b,0,2016,13.22745280,1.680,3.46000,4.010000,
Kepler-145 b,0,2013,22.95100000,2.650,37.10000,11.000000,
Kepler-145 c,0,2013,42.88200000,4.320,79.40000,5.410000,
Kepler-1450 b,0,2016,54.50941660,1.710,3.57000,3.920000,
Kepler-1451 b,0,2016,35.62223300,3.350,11.20000,1.640000,
Kepler-1452 b,0,2016,42.91375100,2.700,7.75000,2.160000,
Kepler-1453 b,0,2016,47.16116960,2.670,7.61000,2.200000,
Kepler-1454 b,0,2016,47.03194790,1.880,4.19000,3.470000,
Kepler-1455 b,0,2016,49.27676400,2.160,5.31000,2.900000,
Kepler-1456 b,0,2016,18.13738290,1.140,1.55000,5.750000,
Kepler-1457 b,0,2016,51.11102430,1.990,4.62000,3.220000,
Kepler-1458 b,0,2016,47.98727640,2.760,8.05000,2.100000,
Kepler-1459 b,0,2016,62.86916110,1.360,2.42000,5.290000,
Kepler-146 b,0,2014,31.15879900,3.710,13.30000,1.430000,
Kepler-146 c,0,2014,76.73217100,3.130,9.96000,1.780000,
Kepler-1460 b,0,2016,29.96332470,1.960,4.50000,3.280000,
Kepler-1461 b,0,2016,29.34947750,2.030,4.78000,3.140000,
Kepler-1462 b,0,2016,65.64883410,3.820,14.00000,1.380000,
Kepler-1463 b,0,2016,25.15864000,1.860,4.12000,3.520000,
Kepler-1464 b,0,2016,31.77859010,1.660,3.39000,4.070000,
Kepler-1464 c,0,2016,5.32786292,1.000,0.97200,5.340000,
Kepler-1465 b,0,2016,31.82771110,1.770,3.78000,3.750000,
Kepler-1466 b,0,2016,31.17504480,1.550,3.02000,4.460000,
Kepler-1467 b,0,2016,47.05690430,3.300,10.90000,1.670000,
Kepler-1468 b,0,2016,8.23984869,1.730,3.64000,3.860000,
Kepler-1468 c,0,2016,3.54553021,1.150,1.60000,5.780000,
Kepler-1468 d,0,2021,19.59059906,3.332,11.10000,1.650000,
Kepler-1469 b,0,2016,21.86353010,2.800,8.25000,2.070000,
Kepler-147 b,0,2014,12.61058400,1.530,2.96000,4.540000,
Kepler-147 c,0,2014,33.41642300,2.430,6.48000,2.480000,
Kepler-1470 b,0,2016,16.29509030,1.070,1.24000,5.560000,
Kepler-1471 b,0,2016,3.63899398,1.410,2.57000,5.040000,
Kepler-1472 b,0,2016,38.13128310,1.900,4.27000,3.420000,
Kepler-1473 b,0,2016,14.42735510,1.190,1.81000,5.900000,
Kepler-1474 b,0,2016,36.43334520,2.160,5.31000,2.900000,
Kepler-1475 b,0,2016,82.17737400,2.920,8.85000,1.950000,
Kepler-1476 b,0,2016,10.35863224,1.670,3.43000,4.050000,
Kepler-1477 b,0,2016,11.55530021,1.180,1.76000,5.890000,
Kepler-1478 b,0,2016,26.08405940,1.730,3.64000,3.860000,
Kepler-1479 b,0,2016,14.53261362,1.830,4.01000,3.600000,
Kepler-148 b,0,2014,1.72936600,1.800,3.89000,3.670000,
Kepler-148 c,0,2014,4.18004300,3.600,12.60000,1.480000,
Kepler-148 d,0,2016,51.84688575,8.680,56.30000,0.473000,
Kepler-1480 b,0,2016,22.12679948,1.670,3.43000,4.050000,
Kepler-1481 b,0,2016,5.94220998,1.230,2.04000,6.020000,
Kepler-1482 b,0,2016,12.25383217,1.010,1.01000,5.390000,
Kepler-1483 b,0,2016,9.50851560,1.520,2.92000,4.570000,
Kepler-1484 b,0,2016,30.45491360,2.110,5.10000,2.980000,
Kepler-1485 b,0,2016,19.91577250,1.470,2.76000,4.770000,
Kepler-1486 b,0,2016,54.64957590,2.320,5.99000,2.640000,
Kepler-1487 b,0,2016,7.31946363,2.130,5.18000,2.950000,
Kepler-1488 b,0,2016,39.81899320,1.860,4.12000,3.520000,
Kepler-1488 c,0,2021,6.15826988,1.652,3.37000,4.110000,
Kepler-1489 b,0,2016,82.29475100,1.770,3.78000,3.750000,
Kepler-149 b,0,2014,29.19894300,4.210,16.50000,1.220000,
Kepler-149 c,0,2014,55.32832800,1.610,3.22000,4.240000,
Kepler-149 d,0,2014,160.01803200,3.960,14.90000,1.320000,
Kepler-1490 b,0,2016,92.43629730,3.040,9.48000,1.850000,
Kepler-1491 b,0,2016,16.58617620,1.510,2.89000,4.610000,
Kepler-1492 b,0,2016,16.75255007,1.490,2.83000,4.700000,
Kepler-1493 b,0,2016,15.02179830,1.410,2.57000,5.040000,
Kepler-1494 b,0,2016,91.08048200,3.070,9.64000,1.830000,
Kepler-1495 b,0,2016,85.27325600,2.940,8.96000,1.940000,
Kepler-1496 b,0,2016,64.65880170,2.220,5.56000,2.790000,
Kepler-1497 b,0,2016,8.74199772,1.660,3.39000,4.070000,
Kepler-1498 b,0,2016,48.05140500,1.330,2.33000,5.440000,
Kepler-1499 b,0,2016,44.20080000,1.190,1.81000,5.900000,
Kepler-15 b,0,2011,4.94278200,10.760,209.76000,0.930000,78.700
Kepler-150 b,0,2014,3.42805400,1.250,2.10000,5.910000,
Kepler-150 c,0,2014,7.38199800,3.690,13.20000,1.440000,
Kepler-150 d,0,2014,12.56093000,2.790,8.20000,2.070000,
Kepler-150 e,0,2014,30.82655700,3.120,9.91000,1.790000,
Kepler-150 f,0,2017,637.20930000,3.640,12.90000,1.470000,
Kepler-1500 b,0,2016,15.03301050,1.200,1.87000,5.950000,
Kepler-1501 b,0,2016,14.55645330,1.560,3.05000,4.410000,
Kepler-1502 b,0,2016,41.70836290,3.180,10.20000,1.740000,
Kepler-1503 b,0,2016,96.16987000,2.270,5.77000,2.710000,
Kepler-1504 b,0,2016,82.30400300,2.130,5.18000,2.950000,
Kepler-1505 b,0,2016,30.86093660,0.930,0.74900,5.120000,
Kepler-1506 b,0,2016,14.03291540,1.320,2.30000,5.500000,
Kepler-1507 b,0,2016,16.05062130,0.840,0.52000,4.820000,
Kepler-1508 b,0,2016,20.70565040,1.330,2.33000,5.440000,
Kepler-1509 b,0,2016,25.43381970,1.850,4.08000,3.540000,
Kepler-151 b,0,2014,15.22895800,3.060,9.59000,1.840000,
Kepler-151 c,0,2014,24.67461200,2.090,5.02000,3.020000,
Kepler-1510 b,0,2016,84.70392100,3.360,11.20000,1.620000,
Kepler-1511 b,0,2016,23.23827920,1.680,3.46000,4.010000,
Kepler-1512 b,0,2016,20.35972599,1.180,1.76000,5.890000,
Kepler-1513 b,0,2016,160.88465087,8.460,53.90000,0.489000,
Kepler-1514 b,0,2016,217.83184000,12.420,1678.14240,4.820000,172.500
Kepler-1514 c,0,2020,10.51418100,1.176,1.74000,5.880000,
Kepler-1515 b,0,2016,214.31141640,9.550,66.20000,0.418000,
Kepler-1516 b,0,2016,7.25931979,1.750,3.71000,3.800000,
Kepler-1517 b,0,2016,5.54608367,9.760,68.70000,0.406000,
Kepler-1518 b,0,2016,5.11177904,3.050,9.53000,1.850000,
Kepler-1519 b,0,2016,240.79893970,7.060,39.60000,0.618000,
Kepler-152 b,0,2014,18.20797300,2.790,8.20000,2.070000,
Kepler-152 c,0,2014,88.25505500,2.390,6.30000,2.540000,
Kepler-1520 b,0,2016,0.65355357,5.770,28.10000,0.804000,
Kepler-1521 b,0,2016,47.14840805,2.500,6.80000,2.390000,
Kepler-1522 b,0,2016,1.84788917,1.730,3.64000,3.860000,
Kepler-1523 b,0,2016,0.93875077,1.580,3.12000,4.350000,
Kepler-1524 b,0,2016,70.96746030,3.540,12.30000,1.520000,
Kepler-1525 b,0,2016,2.41660118,0.910,0.69300,5.050000,
Kepler-1526 b,0,2016,3.90863200,2.430,6.48000,2.480000,
Kepler-1527 b,0,2016,160.12991800,4.770,20.40000,1.030000,
Kepler-1528 b,0,2016,1.79111021,1.460,2.73000,4.820000,
Kepler-1529 b,0,2016,5.33905686,2.100,5.06000,3.000000,
Kepler-153 b,0,2014,18.87022700,2.920,8.85000,1.950000,
Kepler-153 c,0,2014,46.90232000,2.530,6.94000,2.350000,
Kepler-1530 b,0,2016,2.59044340,1.640,3.33000,4.150000,
Kepler-1530 c,0,2016,5.32274060,1.650,3.36000,4.110000,
Kepler-1530 d,0,2021,9.20761013,3.279,10.80000,1.680000,
Kepler-1531 b,0,2016,1.13854338,1.110,1.41000,5.670000,
Kepler-1532 b,0,2016,1.09366356,1.350,2.39000,5.340000,
Kepler-1533 b,0,2016,308.54710000,3.460,11.80000,1.570000,
Kepler-1534 b,0,2016,5.71668872,1.890,4.23000,3.440000,
Kepler-1535 b,0,2016,138.94420000,2.550,7.04000,2.330000,
Kepler-1536 b,0,2016,364.75803100,3.140,10.00000,1.770000,
Kepler-1537 b,0,2016,1.44445380,1.180,1.76000,5.890000,
Kepler-1538 b,0,2016,175.13881900,2.820,8.35000,2.050000,
Kepler-1539 b,0,2016,133.30367410,2.700,7.75000,2.160000,
Kepler-154 b,0,2014,33.04053200,2.260,5.73000,2.730000,
Kepler-154 c,0,2014,62.30327600,2.950,9.01000,1.930000,
Kepler-154 d,0,2016,20.54981883,3.840,14.10000,1.370000,
Kepler-154 e,0,2016,3.93276465,1.500,2.86000,4.660000,
Kepler-154 f,0,2016,9.91935684,1.500,2.86000,4.660000,
Kepler-1540 b,0,2016,125.41311770,2.490,6.76000,2.410000,
Kepler-1541 b,0,2016,8.40691199,1.160,1.65000,5.810000,
Kepler-1542 b,0,2016,3.95116882,0.760,0.36300,4.540000,
Kepler-1542 c,0,2016,2.89223021,0.650,0.20800,4.160000,
Kepler-1542 d,0,2016,5.99273738,0.870,0.59000,4.920000,
Kepler-1542 e,0,2016,5.10115756,0.760,0.36300,4.540000,
Kepler-1543 b,0,2016,6.96710269,2.710,7.80000,2.150000,
Kepler-1544 b,0,2016,168.81117400,1.780,3.82000,3.720000,
Kepler-1545 b,0,2016,163.69234900,2.700,7.75000,2.160000,
Kepler-1546 b,0,2016,19.59749710,3.130,9.96000,1.780000,
Kepler-1547 b,0,2016,0.69297968,0.900,0.66600,5.020000,
Kepler-1548 b,0,2016,124.82867900,2.640,7.46000,2.230000,
Kepler-1549 b,0,2016,214.88654500,2.570,7.13000,2.310000,
Kepler-155 b,0,2014,5.93119400,2.090,5.02000,3.020000,
Kepler-155 c,0,2014,52.66179300,2.240,5.65000,2.760000,
Kepler-1550 b,0,2016,225.58280900,3.020,9.38000,1.870000,
Kepler-1551 b,0,2016,24.49736980,2.660,7.56000,2.210000,
Kepler-1552 b,0,2016,184.77185300,2.470,6.66000,2.430000,
Kepler-1553 b,0,2016,4.24261881,1.150,1.60000,5.780000,
Kepler-1554 b,0,2016,198.08877400,2.900,8.75000,1.970000,
Kepler-1555 b,0,2016,8.10501635,1.610,3.22000,4.240000,
Kepler-1556 b,0,2016,8.82713457,1.960,4.50000,3.280000,
Kepler-1557 b,0,2016,3.74032496,1.530,2.96000,4.540000,
Kepler-1558 b,0,2016,3.50470358,0.680,0.24400,4.260000,
Kepler-1559 b,0,2016,0.97191543,0.720,0.29900,4.400000,
Kepler-156 b,0,2014,4.97345600,2.300,5.90000,2.660000,
Kepler-156 c,0,2014,15.90680100,2.550,7.04000,2.330000,
Kepler-1560 b,0,2016,3.03195744,0.890,0.64000,4.990000,
Kepler-1561 b,0,2016,1.00520701,1.090,1.32000,5.600000,
Kepler-1562 b,0,2016,64.27377520,3.550,12.30000,1.510000,
Kepler-1563 b,0,2016,3.43276598,0.750,0.34700,4.520000,
Kepler-1564 b,0,2016,18.05403810,1.470,2.76000,4.770000,
Kepler-1565 b,0,2016,1.53818844,1.190,1.81000,5.900000,
Kepler-1566 b,0,2016,0.53991524,0.790,0.41800,4.660000,
Kepler-1567 b,0,2016,153.97957800,2.730,7.90000,2.130000,
Kepler-1568 b,0,2016,20.92539200,1.300,2.24000,5.600000,
Kepler-1569 b,0,2016,5.79180156,1.680,3.46000,4.010000,
Kepler-157 b,0,2014,1.73234200,1.320,2.30000,5.500000,
Kepler-157 c,0,2014,13.54050000,2.240,5.65000,2.760000,
Kepler-157 d,0,2016,7.02573474,1.460,2.73000,4.820000,
Kepler-1570 b,0,2016,26.54895500,1.070,1.24000,5.560000,
Kepler-1571 b,0,2016,3.38555488,1.520,2.92000,4.570000,
Kepler-1572 b,0,2016,5.49548621,0.940,0.77900,5.150000,
Kepler-1573 b,0,2016,2.61575540,1.200,1.87000,5.950000,
Kepler-1574 b,0,2016,6.94243340,1.290,2.21000,5.660000,
Kepler-1575 b,0,2016,2.55314213,1.310,2.27000,5.550000,
Kepler-1576 b,0,2016,6.98471973,1.040,1.12000,5.470000,
Kepler-1577 b,0,2016,6.30560247,1.130,1.51000,5.750000,
Kepler-1578 b,0,2016,1.45088691,1.040,1.12000,5.470000,
Kepler-1579 b,0,2016,0.84990789,0.840,0.52000,4.820000,
Kepler-158 b,0,2014,16.70918400,2.120,5.14000,2.960000,
Kepler-158 c,0,2014,28.55138300,1.900,4.27000,3.420000,
Kepler-1580 b,0,2016,56.64492790,2.110,5.10000,2.980000,
Kepler-1581 b,0,2016,6.28385491,0.800,0.43700,4.690000,
Kepler-1582 b,0,2016,4.83817712,1.490,2.83000,4.700000,
Kepler-1583 b,0,2016,9.32807355,0.600,0.15600,3.970000,
Kepler-1584 b,0,2016,13.39970990,1.610,3.22000,4.240000,
Kepler-1585 b,0,2016,3.58274630,1.790,3.86000,3.700000,
Kepler-1586 b,0,2016,15.60492120,1.520,2.92000,4.570000,
Kepler-1587 b,0,2016,9.40604670,1.330,2.33000,5.440000,
Kepler-1588 b,0,2016,7.84931739,0.760,0.36300,4.540000,
Kepler-1589 b,0,2016,0.99166527,1.090,1.32000,5.600000,
Kepler-159 b,0,2014,10.13962300,2.380,6.26000,2.550000,
Kepler-159 c,0,2014,43.59579200,3.410,11.50000,1.590000,
Kepler-1590 b,0,2016,7.61760804,1.140,1.55000,5.750000,
Kepler-1591 b,0,2016,8.18504949,1.270,2.15000,5.770000,
Kepler-1592 b,0,2016,3.05710069,1.540,2.99000,4.500000,
Kepler-1593 b,0,2016,174.50983500,3.170,10.20000,1.760000,
Kepler-1594 b,0,2016,2.71603809,1.060,1.20000,5.540000,
Kepler-1595 b,0,2016,4.56380468,1.230,2.04000,6.020000,
Kepler-1596 b,0,2016,66.37337900,1.900,4.27000,3.420000,
Kepler-1597 b,0,2016,2.94654179,1.060,1.20000,5.540000,
Kepler-1598 b,0,2016,4.34195123,0.950,0.80900,5.180000,
Kepler-1599 b,0,2016,122.36355300,1.620,3.26000,4.210000,
Kepler-16 b,0,2011,228.77600000,8.449,105.83300,0.964000,
Kepler-160 b,0,2014,4.30939700,1.715,3.59000,3.910000,
Kepler-160 c,0,2014,13.69942900,3.760,13.60000,1.410000,
Kepler-160 d,0,2020,30.00000000,,100.00000,,
Kepler-1600 b,0,2016,386.37054800,3.130,9.96000,1.780000,
Kepler-1600 c,0,2021,7.29804993,1.942,4.43000,3.320000,
Kepler-1601 b,0,2016,2.20921951,0.820,0.47700,4.750000,
Kepler-1602 b,0,2016,11.17931605,1.340,2.36000,5.390000,
Kepler-1603 b,0,2016,2.27163926,1.290,2.21000,5.660000,
Kepler-1604 b,0,2016,0.68368426,1.410,2.57000,5.040000,
Kepler-1605 b,0,2016,85.75654950,1.080,1.28000,5.580000,
Kepler-1606 b,0,2016,196.43522400,2.070,4.94000,3.060000,
Kepler-1607 b,0,2016,13.64736760,0.920,0.72100,5.090000,
Kepler-1608 b,0,2016,16.47356860,1.730,3.64000,3.860000,
Kepler-1609 b,0,2016,114.34219000,2.220,5.56000,2.790000,
Kepler-161 b,0,2014,4.92135500,2.120,12.10000,6.980000,
Kepler-161 c,0,2014,7.06424000,2.050,11.80000,7.530000,
Kepler-1610 b,0,2016,8.70181574,1.610,3.22000,4.240000,
Kepler-1611 b,0,2016,5.17624290,0.810,0.45700,4.730000,
Kepler-1612 b,0,2016,3.91795101,1.030,1.08000,5.430000,
Kepler-1613 b,0,2016,1.51842990,2.080,4.98000,3.040000,
Kepler-1614 b,0,2016,3.94661410,1.490,2.83000,4.700000,
Kepler-1615 b,0,2016,47.31261920,2.060,4.90000,3.080000,
Kepler-1616 b,0,2016,6.76284377,1.020,1.04000,5.390000,
Kepler-1617 b,0,2016,27.47855720,1.200,1.87000,5.950000,
Kepler-1618 b,0,2016,6.10826019,1.260,2.13000,5.850000,
Kepler-1619 b,0,2016,23.62259130,0.760,0.36300,4.540000,
Kepler-162 b,0,2014,6.91979800,1.260,2.13000,5.850000,
Kepler-162 c,0,2014,19.44635500,3.030,9.43000,1.860000,
Kepler-1620 b,0,2016,101.95182900,1.610,3.22000,4.240000,
Kepler-1621 b,0,2016,92.26371400,2.160,5.31000,2.900000,
Kepler-1622 b,0,2016,10.81187370,1.470,2.76000,4.770000,
Kepler-1623 b,0,2016,4.36128348,1.310,2.27000,5.550000,
Kepler-1624 b,0,2016,3.29030452,5.700,27.60000,0.819000,
Kepler-1625 b,0,2016,287.37894900,6.060,30.60000,0.756000,
Kepler-1626 b,0,2016,4.13962966,2.020,4.74000,3.160000,
Kepler-1627 b,0,2016,7.20283653,3.690,13.20000,1.440000,
Kepler-1628 b,0,2016,76.37803300,6.430,33.80000,0.699000,
Kepler-1629 b,0,2016,3.87595807,0.770,0.38100,4.590000,
Kepler-163 b,0,2014,7.81093700,1.050,1.16000,5.510000,
Kepler-163 c,0,2014,21.34726200,2.260,5.73000,2.730000,
Kepler-1630 b,0,2016,509.99740200,2.190,5.43000,2.840000,
Kepler-1631 b,0,2016,4.09513932,1.350,2.39000,5.340000,
Kepler-1632 b,0,2016,448.30355800,2.470,6.66000,2.430000,
Kepler-1633 b,0,2016,186.40427100,1.580,3.12000,4.350000,
Kepler-1634 b,0,2016,374.87623900,3.190,10.30000,1.740000,
Kepler-1635 b,0,2016,469.63111000,3.640,12.90000,1.470000,
Kepler-1636 b,0,2016,425.47785000,3.230,10.50000,1.710000,
Kepler-1637 b,0,2016,6.10960324,0.890,0.64000,4.990000,
Kepler-1638 b,0,2016,259.33683000,1.870,4.16000,3.500000,
Kepler-1639 b,0,2016,9.87848200,2.580,7.18000,2.300000,
Kepler-164 b,0,2014,5.03503000,1.410,2.57000,5.040000,
Kepler-164 c,0,2014,10.94572300,2.730,7.90000,2.130000,
Kepler-164 d,0,2014,28.98676900,2.450,6.57000,2.450000,
Kepler-1640 b,0,2016,7.58441260,4.820,20.70000,1.020000,
Kepler-1641 b,0,2016,19.67226600,3.110,9.85000,1.800000,
Kepler-1641 c,0,2016,32.65721200,2.950,9.01000,1.930000,
Kepler-1642 b,0,2016,12.20575130,3.200,10.30000,1.730000,
Kepler-1642 c,0,2016,6.65138020,2.660,7.56000,2.210000,
Kepler-1643 b,0,2016,5.34264507,2.300,5.90000,2.660000,
Kepler-1644 b,0,2016,21.09077580,1.880,4.19000,3.470000,
Kepler-1645 b,0,2016,16.17795610,1.780,3.82000,3.720000,
Kepler-1646 b,0,2016,4.48558383,1.230,2.04000,6.020000,
Kepler-1647 b,0,2016,1107.59230000,11.874,483.00000,1.590000,
Kepler-1649 b,0,2017,8.68909900,1.017,1.03000,5.380000,
Kepler-1649 c,0,2020,19.53527000,1.060,1.20000,5.540000,
Kepler-165 b,0,2014,8.18084800,2.320,5.99000,2.640000,
Kepler-165 c,0,2014,15.31299000,2.230,5.60000,2.770000,
Kepler-1650 b,0,2017,1.53818001,0.960,0.84000,5.220000,
Kepler-1651 b,0,2017,9.87863917,1.840,4.04000,3.560000,
Kepler-1652 b,0,2017,38.09722000,1.600,3.19000,4.280000,
Kepler-1653 b,0,2017,140.25240000,2.170,5.35000,2.880000,
Kepler-1654 b,0,2018,1047.83560000,9.180,158.91500,1.200000,2.700
Kepler-1655 b,0,2018,11.87287870,2.213,5.00000,2.500000,1.470
Kepler-1656 b,0,2018,31.56200000,4.520,47.80000,2.130000,17.100
Kepler-1656 c,0,2022,1919.00000000,14.000,126.40000,0.253000,6.350
Kepler-1658 b,0,2019,3.84937278,11.994,1868.84040,6.360000,580.830
Kepler-166 b,0,2014,7.65025400,2.270,5.77000,2.710000,
Kepler-166 c,0,2014,34.26028100,2.380,6.26000,2.550000,
Kepler-166 d,0,2016,1.55400393,1.730,3.64000,3.860000,
Kepler-1661 b,0,2020,175.06000000,3.870,17.00000,1.600000,
