pl_name,sy_mnum,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim
MOA-2015-BLG-337L b,0,2018,,,,,6.420,,,0,33.70000,129.00000,-23.20000,0,0.700000,,,0,,,,,,,,
MOA-2016-BLG-227L b,0,2017,,,,,13.200,,,0,890.00000,700.00000,-480.00000,0,2.130000,,,0,,,,,,,,
MOA-2016-BLG-319L b,0,2018,,,,,14.100,,,0,200.00000,369.00000,-100.00000,0,0.392000,,,0,,,,,,,,
MOA-bin-1L b,0,2012,,,,,13.000,,,0,1200.00000,670.00000,-670.00000,0,3.000000,,,0,,,,,,,,
MOA-bin-29 b,0,2019,,,,,14.100,,,0,190.00000,381.00000,-120.00000,0,0.372000,,,0,,,,,,,,
MXB 1658-298 b,0,2017,760.00000000,,,0,12.000,,,0,7532.57100,1017.05600,-1017.05600,0,24.000000,,,0,,,,,,,,
NGC 2682 Sand 364 b,0,2014,121.71000000,0.31000000,-0.31000000,0,12.700,,,0,2126.28270,2580.77960,-2580.77960,0,5.700000,,,0,,,,,67.400,5.800,-5.800,0
NGC 2682 Sand 978 b,0,2017,511.21000000,2.04000000,-2.04000000,0,13.300,,,0,692.86940,54.03110,-54.03110,0,1.620000,,,0,,,,,45.480,3.650,-3.650,0
NGC 2682 YBP 1194 b,0,2014,6.95900000,0.00100000,-0.00100000,0,12.300,,,0,101.70560,9.53490,-9.53490,0,0.300000,,,0,,,,,35.800,3.810,-3.810,0
NGC 2682 YBP 1514 b,0,2014,5.11800000,0.00100000,-0.00100000,0,14.000,,,0,127.13200,120.77540,-120.77540,0,0.255000,,,0,,,,,50.060,5.030,-5.030,0
NGC 2682 YBP 401 b,0,2016,4.08700000,0.00700000,-0.00700000,0,14.300,,,0,146.20180,15.89150,-15.89150,0,0.275000,,,0,,,,,49.060,3.500,-3.500,0
NGTS-1 b,0,2017,2.64729800,0.00002000,-0.00002000,0,14.908,6.837,-3.699,0,258.07796,20.97678,-23.83725,0,0.420000,0.590000,-0.280000,0,0.23900,0.10000,-0.05400,0,166.000,11.000,-11.000,0
NGTS-10 b,0,2020,0.76689440,0.00000030,-0.00000030,0,13.507,1.311,-0.930,0,687.14846,29.24036,-34.00781,0,1.430000,0.354000,-0.404000,0,0.17650,0.01100,-0.00700,0,594.900,7.700,-6.300,0
NGTS-11 b,0,2020,35.45533000,0.00019000,-0.00019000,0,9.158,0.314,-0.359,0,109.33352,29.24036,-23.20159,0,0.780000,0.210000,-0.170000,0,0.10100,0.00300,-0.00370,0,21.200,4.600,-4.100,0
NGTS-12 b,0,2020,7.53280600,0.00004800,-0.00004800,0,11.747,0.359,-0.359,0,66.10864,6.99226,-6.99226,0,0.223000,0.029000,-0.029000,0,0.06780,0.00120,-0.00120,0,21.300,2.100,-2.100,0
NGTS-13 b,0,2021,4.11902700,0.00002300,-0.00002300,0,12.801,0.516,-0.516,0,1538.29720,139.84520,-139.84520,0,4.020000,0.550000,-0.550000,0,,,,,526.100,29.500,-29.500,0
NGTS-14 A b,0,2021,3.53571730,0.00000690,-0.00000690,0,4.977,0.336,-0.336,0,29.24036,3.81396,-3.81396,0,1.395000,0.333000,-0.333000,0,0.05300,0.00380,-0.00330,0,13.200,1.700,-1.700,0
NGTS-15 b,0,2021,3.27623000,0.00001000,-0.00001000,0,12.330,1.121,-1.121,0,238.68913,32.41850,-27.96890,0,0.740000,0.110000,-0.100000,0,0.11900,0.00300,-0.00300,0,106.000,7.000,-7.000,0
NGTS-16 b,0,2021,4.84532000,0.00002000,-0.00002000,0,14.572,1.457,-1.345,0,211.99155,49.89906,-40.99986,0,0.380000,0.190000,-0.120000,0,0.11000,0.00500,-0.00500,0,74.000,14.000,-12.000,0
NGTS-17 b,0,2021,3.24253000,0.00001000,-0.00001000,0,13.899,1.233,-1.233,0,242.82090,61.97654,-52.12386,0,0.500000,0.270000,-0.170000,0,0.09500,0.00100,-0.00100,0,93.000,20.000,-17.000,0
NGTS-18 b,0,2021,3.05125000,0.00001000,-0.00001000,0,13.563,2.018,-2.018,0,129.99182,25.74410,-20.02319,0,0.280000,0.250000,-0.120000,0,0.08900,0.00100,-0.00100,0,62.000,5.000,-5.000,0
NGTS-2 b,0,2018,4.51116400,0.00006100,-0.00006100,0,17.878,0.527,-0.504,0,235.19420,41.31790,-38.13960,0,0.226000,0.040000,-0.038000,0,0.09619,0.00114,-0.00088,0,65.800,9.500,-9.100,0
NGTS-20 b,0,2022,54.18915000,0.00015000,-0.00015000,0,11.994,0.448,-0.448,0,947.12865,50.85255,-47.67426,0,3.020000,,,0,0.06180,0.00120,-0.00120,0,137.000,5.000,-5.000,0
NGTS-3 A b,0,2018,1.67537280,0.00000300,-0.00000300,0,16.589,4.147,-4.147,0,756.43540,82.63580,-82.63580,0,0.310000,0.410000,-0.150000,0,0.16380,0.00450,-0.00450,0,-404.000,35.000,-35.000,0
NGTS-4 b,0,2019,1.33735080,0.00000800,-0.00000800,0,3.180,0.260,-0.260,0,20.60000,3.00000,-3.00000,0,3.450000,0.950000,-0.950000,0,0.03500,0.00300,-0.00300,0,13.700,1.900,-1.900,0
NGTS-5 b,0,2019,3.35698660,0.00000260,-0.00000260,0,12.733,0.258,-0.258,0,72.78307,11.75971,-11.75971,0,0.194000,,,0,0.15790,0.00160,-0.00160,0,41.000,5.900,-6.400,0
NGTS-6 b,0,2019,0.88205900,0.00000080,-0.00000080,0,14.863,1.087,-1.255,0,425.57437,8.89924,-8.89924,0,0.711000,0.214000,-0.136000,0,,,,,322.000,8.000,-8.000,0
NGTS-8 b,0,2019,2.49970000,0.00001000,-0.00001000,0,12.218,0.336,-0.336,0,295.58190,12.71320,-9.53490,0,0.890000,0.080000,-0.070000,0,0.11400,0.00200,-0.00200,0,149.950,3.560,-3.560,0
NGTS-9 b,0,2019,4.43527000,0.00002000,-0.00002000,0,11.994,0.673,-0.673,0,921.70700,54.03110,-54.03110,0,2.930000,0.530000,-0.490000,0,0.08000,0.00400,-0.00400,0,293.440,15.080,-15.080,0
NN Ser c,0,2010,5573.55000000,102.20000000,-102.20000000,0,12.600,,,0,2329.60000,98.52000,-98.52000,0,6.400000,,,0,,,,,,,,
NN Ser d,0,2010,2883.50000000,182.50000000,-182.50000000,0,13.300,,,0,731.00000,158.90000,-158.90000,0,1.710000,,,0,,,,,,,,
NSVS 14256825 b,0,2019,3225.00000000,22.00000000,-22.00000000,0,12.300,,,0,4497.29450,50.85280,-50.85280,0,13.300000,,,0,,,,,,,,
NY Vir b,0,2011,3160.00000000,62.00000000,-62.00000000,0,13.300,,,0,730.97800,95.34500,-95.34500,0,1.710000,,,0,,,,,,,,
NY Vir c,0,2019,8799.00000000,240.00000000,-240.00000000,0,12.800,,,0,1760.77820,63.56600,-63.56600,0,4.610000,,,0,,,,,,,,
OGLE-2003-BLG-235L b,0,2004,,,,,13.200,,,0,830.00000,300.00000,-200.00000,0,1.980000,,,0,,,,,,,,
OGLE-2005-BLG-071L b,0,2005,,,,,13.000,,,0,1200.00000,100.00000,-100.00000,0,3.000000,,,0,,,,,,,,
OGLE-2005-BLG-169L b,0,2006,,,,,3.840,,,0,14.10000,0.90000,-0.90000,0,1.370000,,,0,,,,,,,,
OGLE-2005-BLG-390L b,0,2005,3285.00000000,3285.00000000,-1095.00000000,0,2.210,,,0,5.50000,5.50000,-2.70000,0,2.800000,,,0,,,,,,,,
OGLE-2006-BLG-109L b,0,2008,1788.50000000,584.00000000,-547.50000000,0,14.000,,,0,231.00000,19.00000,-19.00000,0,0.463000,,,0,,,,,17.400,1.300,-1.100,0
OGLE-2006-BLG-109L c,0,2008,4927.50000000,3540.50000000,-1752.00000000,0,11.100,,,0,86.00000,7.00000,-7.00000,0,0.346000,,,0,,,,,4.500,0.500,-0.600,0
OGLE-2007-BLG-349L AB c,0,2016,2557.00000000,,,0,10.700,,,0,80.00000,13.00000,-13.00000,0,0.359000,,,0,,,,,,,,
OGLE-2007-BLG-368L b,0,2009,,,,,4.720,,,0,20.00000,7.00000,-8.00000,0,1.050000,,,0,,,,,,,,
OGLE-2008-BLG-092L b,0,2014,,,,,8.740,,,0,57.00000,,,0,0.469000,,,0,,,,,,,,
OGLE-2008-BLG-355L b,0,2014,,,,,12.900,,,0,1500.00000,1200.00000,-700.00000,0,3.840000,,,0,,,,,,,,
OGLE-2011-BLG-0173L b,0,2018,,,,,9.010,,,0,60.00000,57.00000,-35.00000,0,0.451000,,,0,,,,,,,,
OGLE-2011-BLG-0251L b,0,2012,,,,,14.200,,,0,170.00000,67.00000,-67.00000,0,0.326000,,,0,,,,,,,,
OGLE-2011-BLG-0265L b,0,2015,,,,,13.900,,,0,280.00000,86.00000,-57.00000,0,0.573000,,,0,,,,,,,,
OGLE-2012-BLG-0026L b,0,2012,,,,,7.720,,,0,46.10000,2.60000,-2.60000,0,0.551000,,,0,,,,,,,,
OGLE-2012-BLG-0026L c,0,2012,,,,,13.900,,,0,270.00000,20.00000,-20.00000,0,0.552000,,,0,,,,,,,,
OGLE-2012-BLG-0358L b,0,2013,,,,,13.400,,,0,588.00000,60.00000,-60.00000,0,1.340000,,,0,,,,,,,,
OGLE-2012-BLG-0406L b,0,2013,,,,,13.200,,,0,868.00000,140.00000,-140.00000,0,2.070000,,,0,,,,,,,,
OGLE-2012-BLG-0563L b,0,2015,,,,,13.600,,,0,120.00000,44.00000,-73.00000,0,0.262000,,,0,,,,,,,,
OGLE-2012-BLG-0724L b,0,2016,,,,,14.300,,,0,150.00000,170.00000,-83.00000,0,0.282000,,,0,,,,,,,,
OGLE-2012-BLG-0838L b,0,2020,,,,,8.390,,,0,53.10000,38.50000,-260.00000,0,0.494000,,,0,,,,,,,,
OGLE-2012-BLG-0950L b,0,2016,,,,,6.560,,,0,35.00000,10.00000,-6.00000,0,0.681000,,,0,,,,,,,,
OGLE-2013-BLG-0102L b,0,2014,,,,,12.300,,,0,4100.00000,600.00000,-600.00000,0,12.100000,,,0,,,,,,,,
OGLE-2013-BLG-0132L b,0,2017,,,,,11.600,,,0,92.00000,51.00000,-41.00000,0,0.324000,,,0,,,,,,,,
OGLE-2013-BLG-0341L B b,0,2014,,,,,1.160,,,0,1.66000,0.18000,-0.18000,0,5.840000,,,0,,,,,,,,
OGLE-2013-BLG-0911L b,0,2019,,,,,12.500,,,0,3020.00000,864.00000,-537.00000,0,8.500000,,,0,,,,,,,,
OGLE-2013-BLG-1721L b,0,2017,,,,,14.100,,,0,200.00000,110.00000,-99.00000,0,0.392000,,,0,,,,,,,,
OGLE-2013-BLG-1761L b,0,2018,,,,,13.200,,,0,860.00000,790.00000,-480.00000,0,2.050000,,,0,,,,,,,,
OGLE-2014-BLG-0124L b,0,2015,,,,,14.200,,,0,160.00000,51.00000,-51.00000,0,0.307000,,,0,,,,,,,,
OGLE-2014-BLG-0319L b,0,2022,,,,,14.100,,,0,181.16219,114.41823,-98.52681,0,0.355000,,,0,,,,,,,,
OGLE-2014-BLG-0676L b,0,2016,,,,,13.000,,,0,1169.60854,219.30160,-457.67291,0,2.930000,,,0,,,,,,,,
OGLE-2014-BLG-1722L b,0,2018,,,,,8.590,,,0,55.30000,51.30000,-33.10000,0,0.479000,,,0,,,,,,,,
OGLE-2014-BLG-1722L c,0,2018,,,,,11.000,,,0,83.70000,86.40000,-51.20000,0,0.346000,,,0,,,,,,,,
OGLE-2014-BLG-1760L b,0,2016,,,,,14.200,,,0,180.00000,110.00000,-83.00000,0,0.345000,,,0,,,,,,,,
OGLE-2015-BLG-0051L b,0,2016,,,,,14.000,,,0,230.00000,210.00000,-20.00000,0,0.461000,,,0,,,,,,,,
OGLE-2015-BLG-0954L b,0,2016,,,,,13.100,,,0,1100.00000,1200.00000,-510.00000,0,2.690000,,,0,,,,,,,,
OGLE-2015-BLG-0966L b,0,2016,,,,,4.860,,,0,21.00000,2.00000,-2.00000,0,1.010000,,,0,,,,,,,,
OGLE-2015-BLG-1649L b,0,2019,,,,,13.200,,,0,807.00000,470.00000,-442.00000,0,1.930000,,,0,,,,,,,,
OGLE-2015-BLG-1670L b,0,2019,,,,,4.420,,,0,17.90000,9.60000,-8.80000,0,1.140000,,,0,,,,,,,,
OGLE-2015-BLG-1771L b,0,2020,,,,,14.300,,,0,138.00000,214.00000,-80.00000,0,0.259000,,,0,,,,,,,,
OGLE-2016-BLG-0263L b,0,2017,,,,,13.000,,,0,1300.00000,2100.00000,-790.00000,0,3.250000,,,0,,,,,,,,
OGLE-2016-BLG-0613L AB b,0,2017,,,,,13.000,,,0,1330.00000,1010.00000,-772.00000,0,3.330000,,,0,,,,,,,,
OGLE-2016-BLG-1067L b,0,2019,,,,,14.300,,,0,140.00000,67.00000,-54.00000,0,0.263000,,,0,,,,,,,,
OGLE-2016-BLG-1190L b,0,2017,1220.00000000,1900.00000000,-300.00000000,0,12.300,,,0,4253.00000,280.00000,-260.00000,0,12.600000,,,0,,,,,,,,
OGLE-2016-BLG-1195L b,0,2017,,,,,1.110,,,0,1.43000,0.45000,-0.32000,0,5.750000,,,0,,,,,,,,
OGLE-2016-BLG-1227L b,0,2020,,,,,13.900,,,0,250.00000,413.00000,-120.00000,0,0.512000,,,0,,,,,,,,
OGLE-2017-BLG-0173L b,0,2018,,,,,1.620,,,0,3.26900,3.84900,-2.01500,0,4.230000,,,0,,,,,,,,
OGLE-2017-BLG-0373L b,0,2018,,,,,14.000,,,0,127.00000,202.00000,-82.00000,0,0.254000,,,0,,,,,,,,
OGLE-2017-BLG-0406L b,0,2020,,,,,14.200,,,0,130.00000,20.00000,-20.00000,0,0.249000,,,0,,,,,,,,
OGLE-2017-BLG-0482L b,0,2018,,,,,2.950,,,0,9.00000,9.00000,-4.50000,0,1.930000,,,0,,,,,,,,
OGLE-2017-BLG-0604L b,0,2020,,,,,14.200,,,0,160.00000,67.00000,-67.00000,0,0.307000,,,0,,,,,,,,
OGLE-2017-BLG-1049L b,0,2020,,,,,12.800,,,0,1760.00000,1150.00000,-912.00000,0,4.610000,,,0,,,,,,,,
OGLE-2017-BLG-1099L b,0,2021,,,,,13.100,,,0,959.84179,772.32303,-575.26942,0,2.350000,,,0,,,,,,,,
OGLE-2017-BLG-1140L b,0,2018,,,,,13.500,,,0,505.00000,110.00000,-83.00000,0,1.130000,,,0,,,,,,,,
OGLE-2017-BLG-1375L b,0,2020,,,,,12.400,,,0,3585.00000,2770.00000,-1070.00000,0,10.300000,,,0,,,,,,,,
OGLE-2017-BLG-1434L b,0,2018,,,,,1.940,,,0,4.43000,0.25000,-0.25000,0,3.330000,,,0,,,,,,,,
OGLE-2017-BLG-1522L b,0,2018,,,,,14.000,,,0,240.00000,400.00000,-130.00000,0,0.481000,,,0,,,,,,,,
OGLE-2018-BLG-0383L b,0,2022,,,,,2.410,,,0,6.40000,5.50000,-2.80000,0,2.510000,,,0,,,,,,,,
OGLE-2018-BLG-0532L b,0,2020,,,,,2.370,,,0,6.22800,0.90500,-0.88100,0,2.570000,,,0,,,,,,,,
OGLE-2018-BLG-0567L b,0,2021,,,,,12.300,,,0,101.70509,108.06166,-54.03083,0,0.300000,,,0,,,,,,,,
OGLE-2018-BLG-0596L b,0,2019,,,,,3.810,,,0,13.93000,1.56000,-1.56000,0,1.380000,,,0,,,,,,,,
OGLE-2018-BLG-0677L b,0,2020,,,,,1.820,,,0,3.96000,5.88000,-2.66000,0,3.610000,,,0,,,,,,,,
OGLE-2018-BLG-0740L b,0,2019,5480.00000000,1200.00000000,-1200.00000000,0,12.900,,,0,1500.00000,200.00000,-200.00000,0,3.840000,,,0,,,,,,,,
OGLE-2018-BLG-0962L b,0,2021,,,,,13.600,,,0,425.89007,260.61929,-222.47988,0,0.930000,,,0,,,,,,,,
OGLE-2018-BLG-1011L b,0,2019,,,,,13.500,,,0,570.00000,1100.00000,-350.00000,0,1.270000,,,0,,,,,,,,
OGLE-2018-BLG-1011L c,0,2019,,,,,13.200,,,0,890.00000,1600.00000,-540.00000,0,2.130000,,,0,,,,,,,,
OGLE-2018-BLG-1185L b,0,2021,,,,,2.830,,,0,8.40000,7.90000,-4.70000,0,2.040000,,,0,,,,,,,,
OGLE-2018-BLG-1269L b,0,2020,,,,,14.100,,,0,210.00000,130.00000,-67.00000,0,0.412000,,,0,,,,,,,,
OGLE-2018-BLG-1428L b,0,2021,,,,,14.000,,,0,240.00000,240.00000,-170.00000,0,0.481000,,,0,,,,,,,,
OGLE-2018-BLG-1700L b,0,2020,,,,,12.900,,,0,1400.00000,966.00000,-636.00000,0,3.580000,,,0,,,,,,,,
OGLE-2019-BLG-0299L b,0,2021,,,,,12.700,,,0,1976.89269,1207.74795,-1166.43025,0,5.300000,,,0,,,,,,,,
OGLE-2019-BLG-0304L b,0,2021,,,,,14.200,,,0,162.09249,162.09249,-73.10053,0,0.311000,,,0,,,,,,,,
OGLE-2019-BLG-0362L b,0,2022,,,,,13.100,,,0,1036.12061,263.79758,-184.34048,0,2.530000,,,0,,,,,,,,
OGLE-2019-BLG-0954L b,0,2021,,,,,12.300,,,0,4513.16338,3146.50123,-2383.71305,0,13.300000,,,0,,,,,,,,
OGLE-2019-BLG-0960L b,0,2021,,,,,1.390,,,0,2.50000,0.60000,-0.60000,0,5.120000,,,0,,,,,,,,
OGLE-2019-BLG-1470L AB c,0,2022,,,,,13.300,,,0,699.22250,572.09113,-413.17693,0,1.630000,,,0,,,,,,,,
OGLE-TR-10 b,0,2004,3.10127800,,,0,14.011,1.569,-1.345,0,197.04600,44.49400,-44.49400,0,0.400000,0.180000,-0.120000,0,0.11000,0.00200,-0.00200,0,80.000,17.000,-17.000,0
OGLE-TR-111 b,0,2004,4.01444630,0.00000100,-0.00000100,0,11.422,0.291,-0.291,0,174.79900,31.78200,-31.78200,0,0.650000,0.130000,-0.130000,0,0.12610,0.00100,-0.00110,0,78.000,14.000,-14.000,0
OGLE-TR-113 b,0,2004,1.43247520,,,0,12.251,0.314,-0.213,0,400.44900,50.85100,-50.85100,0,1.200000,0.170000,-0.160000,0,0.14436,0.00096,-0.00088,0,294.000,31.000,-33.000,0
OGLE-TR-132 b,0,2004,1.68986800,,,0,13.450,1.680,-1.230,0,375.02000,44.49000,-41.32000,0,0.850000,0.320000,-0.260000,0,0.09320,0.00150,-0.00200,0,167.000,18.000,-18.000,0
OGLE-TR-182 b,0,2007,3.97910000,0.00001000,-0.00001000,0,12.666,2.690,-0.897,0,320.99500,47.67200,-47.67200,0,0.410000,0.160000,-0.110000,0,,,,,120.000,17.000,-17.000,0
OGLE-TR-211 b,0,2007,3.67724000,0.00003000,-0.00003000,0,15.244,2.018,-1.009,0,327.35100,63.56300,-63.56300,0,0.420000,0.058000,-0.120000,0,,,,,82.000,16.000,-16.000,0
OGLE-TR-56 b,0,2002,1.21191890,,,0,15.278,1.031,-1.009,0,441.77000,57.21000,-54.03000,0,0.680000,0.180000,-0.140000,0,0.10270,0.00190,-0.00190,0,225.000,27.000,-27.000,0
OGLE2-TR-L9 b,0,2008,2.48553350,0.00000070,-0.00000070,0,18.046,0.448,-0.448,0,1430.17500,476.72500,-476.72500,0,1.250000,0.430000,-0.430000,0,,,,,510.000,170.000,-170.000,0
Oph 11 b,0,2006,7300000.00000000,3650000.00000000,-3650000.00000000,0,12.300,,,0,4449.62000,1906.98000,-1589.15000,0,13.100000,,,0,,,,,,,,
PDS 70 b,0,2018,43500.00000000,,,0,30.488,2.242,-1.906,0,953.49000,317.83000,-317.83000,0,0.185000,,,0,,,,,,,,
PDS 70 c,0,2019,,,,,22.866,6.837,-5.044,0,635.66000,317.83000,-317.83000,0,0.292000,,,0,,,,,,,,
PH1 b,0,2012,138.31700000,0.04000000,-0.02700000,0,6.180,0.170,-0.170,0,169.00000,,,1,,,,,0.03268,0.00032,-0.00032,0,,,,
PH2 b,0,2013,282.52550000,0.00100000,-0.00100000,0,10.120,0.560,-0.560,0,25426.40000,,,1,,,,,0.09200,0.00020,-0.00040,0,,,,
POTS-1 b,0,2013,3.16062960,0.00000157,-0.00000157,0,10.548,0.404,-0.527,0,734.16000,244.72000,-244.72000,0,3.440000,,,0,0.16432,0.00176,-0.00218,0,407.000,117.000,-117.000,0
PSR B0329+54 b,0,2017,10140.00000000,11.00000000,-11.00000000,0,1.220,,,0,1.97000,0.19000,-0.19000,0,5.960000,,,0,,,,,,,,
PSR B1257+12 b,0,1994,25.26200000,0.00300000,-0.00300000,0,0.338,,,0,0.02000,0.00200,-0.00200,0,2.850000,,,0,,,,,,,,
PSR B1257+12 c,0,1992,66.54190000,0.00010000,-0.00010000,0,1.910,,,0,4.30000,0.20000,-0.20000,0,3.390000,,,0,,,,,,,,
PSR B1257+12 d,0,1992,98.21140000,0.00020000,-0.00020000,0,1.800,,,0,3.90000,0.20000,-0.20000,0,3.670000,,,0,,,,,,,,
PSR B1620-26 b,0,2003,,,,,13.300,,,0,794.57500,317.83000,-317.83000,0,1.860000,,,0,,,,,,,,
PSR J1719-1438 b,0,2011,0.09070629,0.00000000,0.00000000,0,,,,,382.80000,,,-1,23.000000,,,-1,,,,,,,,
PSR J2322-2650 b,0,2017,0.32296400,0.00000001,-0.00000001,0,13.900,,,0,252.64307,0.06357,-0.06357,0,1.840000,,,-1,,,,,,,,
Pr0201 b,0,2012,4.42640000,0.00700000,-0.00700000,0,14.200,,,0,171.62820,38.13960,-38.13960,0,0.329000,,,0,,,,,58.100,4.100,-4.100,0
Pr0211 b,0,2012,2.14610000,0.00003000,-0.00003000,0,13.400,,,0,597.52040,9.53490,-9.53490,0,1.360000,,,0,,,,,309.700,4.200,-4.200,0
Pr0211 c,0,2016,4850.00000000,4560.00000000,-1750.00000000,0,12.600,,,0,2475.89570,104.88390,-104.88390,0,6.800000,,,0,,,,,138.000,7.000,-7.000,0
Proxima Cen b,0,2016,11.18600000,0.00100000,-0.00200000,0,1.080,,,0,1.27000,0.19000,-0.17000,0,5.540000,,,0,,,,,1.380,0.210,-0.210,0
Qatar-1 b,0,2010,1.42002420,0.00000022,-0.00000022,0,12.812,0.291,-0.280,0,411.27202,16.52716,-15.57367,0,1.076000,0.057000,-0.053000,0,0.14629,0.00063,-0.00064,0,261.600,5.500,-5.500,0
Qatar-10 b,0,2019,1.64532100,0.00001000,-0.00001000,0,17.295,0.448,-0.448,0,233.92288,28.60470,-28.60470,0,0.248000,0.036000,-0.036000,0,0.12650,0.00100,-0.00100,0,114.000,13.000,-13.000,0
Qatar-2 b,0,2011,1.33711647,0.00000026,-0.00000026,0,14.056,0.146,-0.146,0,792.63500,17.16200,-17.16200,0,1.573000,0.029000,-0.029000,0,0.16590,0.00044,-0.00044,0,558.700,5.900,-5.900,0
Qatar-3 b,0,2017,2.50792040,,,0,12.285,1.569,-1.569,0,1369.84730,149.38010,-149.38010,0,4.000000,1.200000,-1.200000,0,0.08880,0.00180,-0.00180,0,587.000,58.000,-58.000,0
Qatar-4 b,0,2017,1.80535640,,,0,12.722,1.233,-1.233,0,1938.76300,171.62820,-171.62820,0,5.100000,1.000000,-1.000000,0,0.13790,0.00300,-0.00300,0,1087.000,88.000,-88.000,0
Qatar-5 b,0,2017,2.87923190,,,0,12.408,0.717,-0.717,0,1373.02560,57.20940,-57.20940,0,3.950000,0.580000,-0.580000,0,0.10610,0.00130,-0.00130,0,568.000,15.000,-15.000,0
Qatar-6 b,0,2017,3.50619500,0.00001800,-0.00001800,0,11.904,0.796,-0.796,0,212.31044,20.97678,-20.97678,0,0.692000,,,0,0.15100,0.00700,-0.00700,0,101.600,9.600,-9.600,0
Qatar-7 b,0,2019,2.03204600,0.00000970,-0.00001400,0,19.055,0.336,-0.336,0,597.52040,79.45750,-79.45750,0,0.502000,0.071000,-0.071000,0,0.11000,0.00100,-0.00100,0,239.000,32.000,-32.000,0
Qatar-8 b,0,2019,3.71495000,0.00100000,-0.00100000,0,14.404,0.247,-0.247,0,117.91493,19.70546,-19.70546,0,0.216000,0.037000,-0.037000,0,0.10050,0.00080,-0.00080,0,47.700,8.000,-8.000,0
Qatar-9 b,0,2019,1.54073100,0.00003800,-0.00003800,0,11.310,0.157,-0.157,0,378.21770,50.85280,-50.85280,0,1.430000,0.200000,-0.200000,0,0.14890,0.00090,-0.00090,0,259.000,35.000,-35.000,0
ROXs 12 b,0,2013,,,,,12.200,,,0,5085.00000,1271.00000,-1271.00000,0,15.400000,,,0,,,,,,,,
ROXs 42 B b,0,2013,,,,,12.500,,,0,2860.00000,953.00000,-953.00000,0,8.050000,,,0,,,,,,,,
RR Cae b,0,2012,4343.50000000,36.50000000,-36.50000000,0,13.000,,,0,1334.88600,127.13200,-127.13200,0,3.340000,,,0,,,,,,,,
Ross 128 b,0,2017,9.86580000,0.00700000,-0.00700000,0,1.110,,,0,1.40000,0.21000,-0.21000,0,5.630000,,,0,,,,,1.390,0.180,-0.180,0
Ross 458 c,0,2010,,,,,14.011,,,0,1906.98000,,,0,3.810000,,,0,,,,,,,,
Ross 508 b,0,2022,10.77000000,0.01000000,-0.01000000,0,1.830,,,0,4.00000,0.53000,-0.55000,0,3.590000,,,0,,,,,3.920,0.600,-0.580,0
SR 12 AB c,0,2010,,,,,12.300,,,0,4131.62000,2224.72000,-2224.72000,0,12.200000,,,0,,,,,,,,
SWEEPS-11 b,0,2006,1.79600000,,,0,12.666,2.354,-2.354,0,3082.82000,1779.77000,-1430.17000,0,8.340000,,,0,,,,,,,,
SWEEPS-4 b,0,2006,4.20000000,,,0,9.079,1.121,-1.121,0,1207.70000,,,0,8.870000,,,0,,,,,,,,
TAP 26 b,0,2017,10.79000000,0.14000000,-0.14000000,0,13.500,,,0,527.59780,98.52730,-98.52730,0,1.180000,,,0,,,,,149.000,26.000,-26.000,0
TCP J05074264+2447555 b,0,2018,,,,,4.720,,,0,20.00000,2.00000,-2.00000,0,1.050000,,,0,,,,,,,,
TIC 172900988 b,0,2021,200.45200000,0.01100000,-0.01100000,0,11.250,0.440,-0.440,0,942.00000,5.60000,-5.60000,0,3.640000,0.430000,-0.430000,0,,,,,,,,
TIC 237913194 b,0,2020,15.16886500,0.00001800,-0.00001800,0,12.520,0.605,-0.527,0,617.22586,29.24036,-28.92253,0,1.847000,0.280000,-0.260000,0,0.10310,0.00480,-0.00420,0,191.300,6.400,-6.200,0
TIC 257060897 b,0,2021,3.66002800,0.00000600,-0.00000600,0,16.701,0.448,-0.448,0,212.94503,9.53485,-9.53485,0,0.250000,0.020000,-0.020000,9,0.08410,0.00090,-0.00090,0,74.000,3.000,-3.000,0
TOI-1062 b,0,2021,4.11296000,0.00150000,-0.00150000,0,2.265,0.096,-0.091,0,10.15000,0.81000,-0.84000,0,4.850000,0.840000,-0.740000,0,0.02340,0.00040,-0.00040,0,4.270,0.310,-0.330,0
TOI-1062 c,0,2021,7.97200000,0.01800000,-0.02400000,0,3.100,,,0,9.78000,1.26000,-1.18000,0,1.800000,,,0,,,,,4.050,0.460,-0.410,0
TOI-1064 b,0,2022,6.44386800,0.00002500,-0.00002500,0,2.587,0.043,-0.042,0,13.50000,1.70000,-1.80000,0,4.300620,0.551362,-0.606498,0,0.03267,0.00044,-0.00041,0,5.620,0.670,-0.750,0
TOI-1064 c,0,2022,12.22657400,0.00004600,-0.00004300,0,2.651,0.043,-0.042,0,2.50000,1.80000,-2.00000,0,0.771906,0.496225,-0.606498,0,0.03347,0.00042,-0.00041,0,0.850,0.590,-0.670,0
